show_id,type_show,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description_show
4313,TV series,Kong: King of the Apes,Indefinido,"Alessandro Juliani,Kathleen Barr,Lee Tockar,Sam Vincent,Tabitha St. Germain","United States, Japan, Canada",2018-05-04,2018,TV-Y7,2 seasons,Kids TV,"In 2050, an evil scientist is about to unleash an army of robotic dinosaurs. Now its up to Kong and friends to fight back and save the day."
4314,movie,Lo más sencillo es complicarlo todo,"John Hoffman, Nanfu Wang","Alosian Vivancos,Daniela Wong,Danna Paola,Lalo Brito,Marjorie De Sousa",Mexico,2018-05-04,2018,TV-14,94 minutes,"Comedies, International Movies, Romantic Movies","When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage."
4315,movie,Manhunt,Marcus Raboy,"Ji-won Ha,Jun Kunimura,Masaharu Fukuyama,Qi Wei,Zhang Hanyu","China, Hong Kong",2018-05-04,2017,TV-MA,109 minutes,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
4316,movie,Thi Mai,Marco Risi,"Adriana Ozores,Aitana Sánchez-Gijón,Carmen Machi,Dani Rovira,Eric Nguyen",Spain,2018-05-04,2017,TV-MA,99 minutes,"Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt."
4317,movie,Si saben cómo me pongo ¿pá qué me invitan?,Indefinido,"Fabiola Posada,Freddy Beltrán,Iván Marín,Nelson Polanía,Ricardo Quevedo",Colombia,2018-05-03,2018,TV-MA,89 minutes,"Comedies, International Movies","When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue."
4318,movie,Jailbreak,Anne Fletcher,"Celine Tran,Dara Our,Dara Phang,Jean-Paul Ly,Tharoth Sam",Cambodia,2018-05-02,2017,TV-MA,92 minutes,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
4319,movie,Ajji,Marek Losey,"Abhishek Banerjee,Sharvani Suryavanshi,Smita Tambe,Sushama Deshpande,Vikas Kumar",India,2018-05-01,2017,TV-MA,105 minutes,"Dramas, International Movies","When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge."
432,movie,So My Grandma’s a Lesbian!,Indefinido,"Candela Peña,David Verdaguer,Ingrid García Jonsson,Rosa María Sardà,Verónica Forqué","Portugal, Spain",2021-01-22,2020,TV-MA,95 minutes,"Comedies, International Movies, LGBTQ Movies","Two women in their 70s decide to come out to their families and get married, sparking chaos — and threatening a granddaughters engagement."
4320,movie,CIA: Comrade in America,Andy Serkis,"Dileesh Pothan,Dulquer Salmaan,Karthika Muraleedharan,Siddique,Soubin Shahir",India,2018-05-01,2017,TV-14,130 minutes,"Action & Adventure, Dramas, Independent Movies","A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesnt have the papers to get there."
4321,movie,Coffee for All,Indefinido,Indefinido,"Italy, United States, Argentina",2018-05-01,2017,TV-PG,69 minutes,"Documentaries, International Movies","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives."
4322,movie,Darc,Mat King,"Armand Assante,Kippei Shiina,Sho Ikushima,Tony Schiena,Vienna Hehir",United States,2018-05-01,2018,TV-MA,98 minutes,"Action & Adventure, Independent Movies","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza."
4323,TV series,Virgin River,Brian Oakes,"Alexandra Breckenridge,Annette OToole,Colin Lawrence,Martin Henderson,Tim Matheson",United States,2021-07-09,2021,TV-14,3 seasons,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds."
4324,movie,Despido Procedente,Jacob Joice,"Darío Grandinetti,Hugo Silva,Imanol Arias,Luis Luque,Miguel Ángel Solá","Argentina, Spain",2018-05-01,2017,TV-MA,90 minutes,"Comedies, International Movies","A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error."
4325,movie,John Mulaney: Kid Gorgeous at Radio City,Bert Marcus,John Mulaney,United States,2018-05-01,2018,TV-MA,65 minutes,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
4326,movie,My Perfect Romance,Chris Howe,"Christopher Russell,Jodie Sweetin,Kimberly-Sue Murray,Lauren Holly,Morgan Fairchild",Canada,2018-05-01,2018,PG,92 minutes,"Comedies, International Movies, Romantic Movies","Just in time for Valentines Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs."
4327,movie,Pocoyo & Cars,Indefinido,"Alex Marty,Stephen Fry",Indefinido,2018-05-01,2015,TV-Y,19 minutes,Movies,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most."
4328,movie,Pocoyo & The Space Circus,Indefinido,"Carys Doyle,Stephen Fry",Spain,2018-05-01,2008,TV-Y,25 minutes,Movies,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show."
4329,movie,Pocoyo Carnival,Ahsan Rahim,"Alex Marty,Stephen Fry",Indefinido,2018-05-01,2015,TV-Y,22 minutes,Movies,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyos friends surprise him with something delicious."
433,movie,The Next Three Days,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco","Brian Dennehy,Elizabeth Banks,Lennie James,Olivia Wilde,Russell Crowe","United States, France",2021-01-22,2010,PG-13,133 minutes,"Dramas, Thrillers","When his wife becomes a murder suspect and is sent to prison, a professor plots a meticulous plan to take back her freedom and reunite his family."
4330,movie,Pocoyo Halloween: Space Halloween,Andrew Lau Wai-Keung,"Montana Smedley,Stephen Fry",United States,2018-05-01,2015,TV-Y,40 minutes,Movies,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.
4331,movie,Pocoyo Halloween: Spooky Movies,Cheang Pou Soi,"Montana Smedley,Stephen Fry",Indefinido,2018-05-01,2014,TV-Y,22 minutes,Movies,"Pocoyo finds a special toy and plays new games with his friends, then they’re spooked by a scary box and try to find out who’s inside."
4332,movie,Pocoyo Special Sports,Enrique García Meza,Indefinido,Indefinido,2018-05-01,2016,TV-Y,24 minutes,Movies,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!"
4333,TV series,Simon,Katarina Launing,"Hayden Connett,Keith Faulkner,Loti Bailey,Luke Haliwell,Rudy Greatorex",France,2018-05-01,2016,TV-Y,1 seasons,Kids TV,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication."
4334,movie,Training Day,Johnnie To,"Denzel Washington,Ethan Hawke,Harris Yulin,Scott Glenn,Tom Berenger",United States,2021-09-16,2001,R,122 minutes,"Dramas, Thrillers",A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentors questionable brand of justice.
4335,movie,Back to Q82,Lawrence Cheng,"Abdel Imam Abdullah,Abdulaziz El Nassar,Amal Anbari,Jassim Al Nabhan,Khalid Muthafar","Kuwait, United States",2021-07-08,2017,TV-14,104 minutes,"Comedies, International Movies","Eager to rejoin her divorced parents, an inventors daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows."
4336,movie,Sometimes,Prakash Balwant Saini,"Ashok Selvan,Prakash Raj,Shreya Reddy",India,2018-05-01,2016,TV-14,101 minutes,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
4337,TV series,Spiritual House,Nam Ron,"Hiroyuki Ehara,Kazuhiro Kiyohara,Miki Sumiyoshi,Noriko Sakai,Sato Kondo",Indefinido,2018-05-01,2017,TV-PG,1 seasons,"International TV Shows, Stand-Up Comedy & Talk Shows","Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments."
4338,movie,The Clapper,Johnnie To,"Amanda Seyfried,Brenda Vaccaro,Ed Helms,P.J. Byrne,Tracy Morgan",United States,2018-05-01,2017,R,90 minutes,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when hes thrust into the spotlight."
4339,movie,Toc Toc,Johnnie To,"Adrián Lastra,Alexandra Jiménez,Nuria Herrero,Paco León,Rossy de Palma",Spain,2018-05-01,2017,TV-MA,96 minutes,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each others oddball quirks."
434,movie,The White Tiger,Morgan Ingari,"Adarsh Gourav,Mahesh Manjrekar,Priyanka Chopra Jonas,Rajkummar Rao,Vijay Maurya","India, United States",2021-01-22,2021,R,127 minutes,Dramas,The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.
4340,TV series,Black Crows,Baljit Singh Deo,"Dina Talaat,Maram Al Bloushi,Mohamad Al Ahmad,Rashed Al Shamrani,Sayed Rajab","Saudi Arabia, Syria, Egypt, Lebanon, Kuwait",2018-04-30,2017,TV-14,1 seasons,"International TV Shows, TV Dramas","This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers."
4341,movie,Running Shaadi,Indefinido,"Amit Sadh,Arsh Bajwa,Brijendra Kala,Mahavir Bhullar,Tapsee Pannu",India,2018-04-30,2017,TV-14,115 minutes,"Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot."
4342,movie,The Price of Success,"Leung Lok Man, Luk Kim-ching","Grégoire Colin,Maïwenn Le Besco,Roschdy Zem,Sultan,Tahar Rahim",France,2018-04-30,2017,TV-MA,92 minutes,"Dramas, International Movies","Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame."
4343,TV series,Bobby Kennedy for President,Jazz Boon,Robert F. Kennedy,Indefinido,2018-04-27,2018,TV-MA,1 seasons,Docuseries,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country."
4344,movie,Candy Jar,Andrew Lau Wai-Keung,"Christina Hendricks,Helen Hunt,Jacob Latimore,Sami Gayle,Uzo Aduba",United States,2018-04-27,2018,TV-14,93 minutes,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.
4345,TV series,Goodnight DJ 1,Indefinido,"Chan Fong,Chris Tong,Frederick Lee,Melvin Sia,Z-Chen",Indefinido,2018-04-27,2016,TV-14,2 seasons,"International TV Shows, TV Dramas, TV Horror","Young radio announcers from varying backgrounds encounter the supernatural in mysterious dreams, accidents and everyday life."
4346,TV series,Elize Matsunaga: Once Upon a Crime,Felix Chong,Indefinido,Indefinido,2021-07-08,2021,TV-MA,1 seasons,"Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case."
4347,movie,Holy Goalie,Dhanush,"Alain Hernández,Joel Bosqued,Juan Manuel Montilla,Karra Elejalde,Macarena García",Spain,2018-04-27,2017,TV-MA,95 minutes,"Comedies, International Movies, Sports Movies",A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.
4348,TV series,Moving On,Indefinido,"Ariel Rivera,Gary Estrada,Irene Santiago,Louise Chong,Patrick Theo",Indefinido,2018-04-27,2016,TV-PG,1 seasons,"International TV Shows, TV Dramas","Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia."
4349,movie,The Rachel Divide,Gary Mak,Indefinido,United States,2018-04-27,2018,TV-MA,105 minutes,Documentaries,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity."
435,movie,Dear John,Indefinido,"Amanda Seyfried,Channing Tatum,D.J. Cotrona,Henry Thomas,Richard Jenkins",United States,2021-09-01,2010,PG-13,108 minutes,"Dramas, Romantic Movies","While on summer leave, a U.S. soldier falls for a college student. But when hes forced to reenlist, their handwritten letters hold the lovers together."
4350,movie,The Week Of,Liu Jiang,"Adam Sandler,Allison Strong,Chris Rock,Rachel Dratch,Steve Buscemi",United States,2018-04-27,2018,TV-14,117 minutes,Comedies,Two fathers with clashing views about their childrens upcoming wedding struggle to keep it together during the chaotic week before the big day.
4351,TV series,Trio and a Bed,Indefinido,"Amber Chia,Annabelle Kong,Carmen Soo,Daniel Tan,Danny Wan",Indefinido,2018-04-27,2016,TV-PG,1 seasons,"International TV Shows, Romantic TV Shows, TV Comedies","After graduation, three women from distinct backgrounds find themselves in the real world, facing the challenges of work, romance and unexpected fame."
4352,TV series,海的儿子,John Schultz,"Apple Hong,Christopher Lee,Jeanette Aw,Jesseca Liu,Li Nanxing",Indefinido,2018-04-27,2016,TV-14,1 seasons,"International TV Shows, TV Dramas","Two brothers start a new life in Singapore, where they run into a childhood friend who falls in love with the elder while attracting the younger."
4353,movie,Enissa Amani: Ehrenwort,Damien O’Connor,Enissa Amani,Germany,2018-04-26,2018,TV-MA,66 minutes,Stand-Up Comedy,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette."
4354,movie,Bill Nye: Science Guy,Indefinido,"Ann Druyan,Bill Nye,Eugenie Scott,Francis Collins,Neil deGrasse Tyson",United States,2018-04-25,2017,TV-PG,97 minutes,Documentaries,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence."
4355,movie,Fishtronaut: The Movie,"Joseduardo Giordano, Sergio Goyri Jr.","Celso Alves,Fábio Lucindo,Fernanda Bullara",Brazil,2018-04-25,2018,TV-Y,78 minutes,Children & Family Movies,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too."
4356,movie,Psychokinesis,Alice Rohrwacher,"Jung-min Park,Min-jae Kim,Ryu Seung-ryong,Shim Eun-kyung,Yu-mi Jung",South Korea,2018-04-25,2018,TV-MA,102 minutes,"Action & Adventure, Comedies, International Movies","Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, whos at risk of losing everything shes lived for."
4357,movie,Home Again,Indefinido,"Candice Bergen,Jon Rudnitsky,Michael Sheen,Nat Wolff,Reese Witherspoon",United States,2021-07-08,2017,PG-13,97 minutes,"Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life."
4358,movie,Kevin James: Never Dont Give Up,Nandita Das,Kevin James,United States,2018-04-24,2018,TV-PG,62 minutes,Stand-Up Comedy,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more."
4359,movie,Dude,Leena Yadav,"Alex Wolff,Alexandra Shipp,Awkwafina,Kathryn Prescott,Lucy Hale",United States,2018-04-20,2018,TV-MA,97 minutes,"Comedies, Dramas, Independent Movies",Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.
436,movie,Friendsgiving,Indefinido,"Aisha Tyler,Jack Donnelly,Jane Seymour,Kat Dennings,Malin Akerman",United States,2021-01-21,2020,R,95 minutes,Comedies,A quiet holiday dinner among friends turns into a chaotic night of illicit activity and compromising situations when uninvited guests crash the party.
4360,movie,Kodachrome,Indefinido,"Ed Harris,Elizabeth Olsen,Jason Sudeikis","Canada, United States",2018-04-20,2018,TV-MA,105 minutes,"Comedies, Dramas","A record company exec joins his estranged dad, a famous photographer whos dying, on a road trip to the last lab still developing Kodachrome film."
4361,movie,Mercury 13,Romain Gavras,Indefinido,United States,2018-04-20,2018,TV-PG,79 minutes,Documentaries,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight."
4362,movie,All The Reasons To Forget,Sebastián Hofmann,"Bianca Comparato,Johnny Massaro,Maria Laura Nogueira,Regina Braga,Victor Mendes",Brazil,2018-04-19,2017,TV-MA,90 minutes,"Comedies, Dramas, International Movies",A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn its more difficult than he anticipated.
4363,TV series,Charité,Indefinido,"Alicia von Rittberg,Christoph Bach,Justus von Dohnányi,Matthias Koeberlin,Maximilian Meyer-Bretschneider",Germany,2018-04-19,2017,TV-MA,1 seasons,"International TV Shows, TV Dramas","At Berlins Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria."
4364,TV series,The Chalet,Indefinido,"Blanche Veisberg,Chloé Lambert,Emilie de Preissac,Marc Ruchmann,Philippe Dusseau",France,2018-04-17,2018,TV-MA,1 seasons,"Crime TV Shows, International TV Shows, TV Dramas",Friends gathered at a remote chalet in the French Alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.
4365,TV series,The Honeymoon Stand Up Special,"Denny Lu, Mike Myhre","Moshe Kasher,Natasha Leggero",United States,2018-04-17,2018,TV-MA,1 seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials."
4366,movie,Beyond Skyline,Indefinido,"Antonio Fargas,Bojana Novakovic,Callan Mulvey,Frank Grillo,Jonny Weston","United States, Canada, Indonesia, United Kingdom, China, Singapore",2018-04-15,2017,R,107 minutes,"Action & Adventure, Sci-Fi & Fantasy","In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives."
4367,movie,Come Sunday,Indefinido,"Chiwetel Ejiofor,Condola Rashad,Danny Glover,Jason Segel,Martin Sheen",United States,2018-04-13,2018,TV-14,105 minutes,"Dramas, Faith & Spirituality, Independent Movies",A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.
4368,movie,Midnight Sun,Indefinido,"Bella Thorne,Patrick Schwarzenegger,Quinn Shephard,Rob Riggle,Suleka Mathew",United States,2021-07-08,2018,PG-13,91 minutes,"Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms."
4369,movie,I Am not an Easy Man,Indefinido,"Blanche Gardin,Celine Menville,Marie-Sophie Ferdane,Pierre Benezit,Vincent Elbaz",France,2018-04-13,2018,TV-MA,99 minutes,"Comedies, International Movies, Romantic Movies",A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.
437,movie,The Shadow of Violence,Abdulaziz Alshlahei,"Barry Keoghan,Cosmo Jarvis,Kiljan Tyr Moroney,Ned Dennehy,Niamh Algar","United Kingdom, Ireland",2021-01-21,2020,R,101 minutes,Dramas,"As he reconciles with his ex and their son, an enforcer for a crime family gets an order that tests his loyalty and endangers everyone he holds dear."
4370,TV series,The Magic School Bus Rides Again,Clay Kaytis,"Gabby Clarke,Kate McKinnon,Leke Maceda-Rustecki,Mikaela Blake,Miles Koseleci-Vieira",United States,2018-04-13,2018,TV-Y,2 seasons,Kids TV,"Ms. Frizzles kid sister Fiona takes the wheel at Walkerville Elementary, leading the class on wild adventures packed with science-fueled fun."
4371,movie,Pickpockets,Fernando Colomo,"Carlos Bardem,Dubán Prado,Emiliano Pernia,Marcela Mar,Natalia Reyes",Colombia,2018-04-12,2017,TV-MA,108 minutes,"Dramas, Independent Movies, International Movies",Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.
4372,movie,Greg Davies: You Magnificent Beast,Indefinido,Greg Davies,United Kingdom,2018-04-10,2018,TV-MA,66 minutes,Stand-Up Comedy,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his fathers pranks and more in a savagely funny stand-up special."
4373,TV series,AMO,Indefinido,"Allen Dizon,Derek Ramsay,Felix Roco,Ruby Ruiz,Vince Rillon",Philippines,2018-04-09,2017,TV-MA,1 seasons,"International TV Shows, TV Dramas","Despite the Philippine governments crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption."
4374,movie,6 Balloons,Robert Vince,"Abbi Jacobson,Charlotte Carel,Dave Franco,Jane Kaczmarek,Tim Matheson",United States,2018-04-06,2018,TV-MA,75 minutes,"Dramas, Independent Movies",A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
4375,movie,Amateur,Rocky Soraya,"Ashlee Brian,Brian White,Josh Charles,Michael Rainey Jr.,Sharon Leal",United States,2018-04-06,2018,TV-MA,96 minutes,"Dramas, Independent Movies, Sports Movies","After hes recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports."
4376,movie,Orbiter 9,Raditya Dika,"Álex González,Andrés Parra,Belén Rueda,Clara Lago","Spain, Colombia",2018-04-06,2017,TV-14,95 minutes,"Dramas, International Movies, Sci-Fi & Fantasy",A woman whos been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.
4377,movie,"Ram Dass, Going Home",Indefinido,Ram Dass,United States,2018-04-06,2018,TV-14,32 minutes,"Documentaries, Faith & Spirituality","From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close."
4378,movie,Seth Rogens Hilarity for Charity,David Paul Meyer,"Ike Barinholtz,Jeff Goldblum,Michael Che,Sacha Baron Cohen,Seth Rogen",United States,2018-04-06,2018,TV-MA,70 minutes,Stand-Up Comedy,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth."
4379,TV series,RESIDENT EVIL: Infinite Darkness,Leslie Iwerks,"Billy Kametz,Jona Xiao,Nick Apostolides,Ray Chase,Stephanie Panisello","United States, Japan",2021-07-08,2021,TV-MA,1 seasons,"Anime Series, TV Horror, TV Thrillers","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House."
438,movie,Cut Throat City,Edward Drake,"Demetrius Shipp Jr.,Denzel Whitaker,Kat Graham,Keean Johnson,Shameik Moore",United States,2021-01-20,2020,R,123 minutes,Dramas,"Bereft of opportunities in the aftermath of Hurricane Katrina, a young man and his close friends turn to a life of crime in the 9th Ward of New Orleans."
4380,movie,Sun Dogs,Indefinido,"Allison Janney,Ed ONeill,Melissa Benoist,Michael Angarano,Xzibit","Mexico, United States",2018-04-06,2017,TV-MA,94 minutes,"Comedies, Dramas, Independent Movies","Rejected by the Marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway."
4381,movie,Todo lo que sería Lucas Lauriente,Indefinido,Lucas Lauriente,Argentina,2018-04-06,2018,TV-MA,78 minutes,Stand-Up Comedy,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals."""
4382,TV series,Troy,Indefinido,"Bella Dayne,Chloe Pirrie,David Threlfall,Frances OConnor,Louis Hunter","United Kingdom, South Africa, Australia, United States",2018-04-06,2018,TV-MA,1 seasons,"British TV Shows, International TV Shows, Romantic TV Shows","Searching for the woman promised to him by Aphrodite, herdsman Paris learns his true identity and falls for Helen of Sparta, igniting the Trojan War."
4383,TV series,Wakfu,Daniel Goldhaber,"Fanny Bloc,Hugo Chandor,Jules De Jongh,Patrick Béthune,Thierry Mercier",France,2018-04-06,2017,TV-PG,3 seasons,Kids TV,"Yugo, a 12-year-old Eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of Wakfu."
4384,movie,Day of the Dead: Bloodline,Fred Cavayé,"Jeff Gum,Johnathon Schaech,Lillian Blankenship,Marcus Vanco,Sophie Skelton",Bulgaria,2018-04-05,2018,R,91 minutes,"Horror Movies, Independent Movies","A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic."
4385,movie,Fary Is the New Black,Indefinido,Fary,France,2018-04-03,2018,TV-MA,75 minutes,Stand-Up Comedy,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special."
4386,movie,Ittefaq,"Joel Coen, Ethan Coen","Akshaye Khanna,Sidharth Malhotra,Sonakshi Sinha",India,2018-04-03,2017,TV-MA,105 minutes,"Dramas, International Movies, Thrillers","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth."
4387,TV series,Star Trek: The Next Generation,Indefinido,"Jonathan Frakes,LeVar Burton,Marina Sirtis,Michael Dorn,Patrick Stewart",United States,2018-04-02,1993,TV-PG,7 seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds."
4388,movie,A Sort of Family,Indefinido,"Bárbara Lennie,Claudio Tolcachir,Daniel Aráoz,Paula Cohen,Yanina Ávila","Argentina, Brazil, France, Poland, Germany, Denmark",2018-04-01,2017,TV-14,96 minutes,"Dramas, International Movies, Thrillers",An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.
4389,movie,Billu,V C Abhilash,"Irrfan Khan,Lara Dutta,Om Puri,Rajpal Yadav,Shah Rukh Khan",India,2018-04-01,2009,TV-PG,132 minutes,"Dramas, International Movies","An Indian village is abuzz with news that a major movie star is coming to town – even more so because the town barber went to school with him. But as the day of the actors visit approaches, the humble barber begins to worry he wont be recognized."
439,TV series,Daughter From Another Mother,Kathryn Fasegha,"Javier Ponce,Liz Gallardo,Ludwika Paleta,Martín Altomaro,Paulina Goto",Mexico,2021-01-20,2021,TV-MA,1 seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family."
4390,movie,Rock the Kasbah,Indefinido,"Bill Murray,Danny McBride,Kate Hudson,Scott Caan,Zooey Deschanel",United States,2021-07-08,2015,R,106 minutes,"Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents."
4391,TV series,Fallet,Justin G. Dyck,"Adam Godley,Christoffer Nordenrot,Lia Boysen,Lisa Henni,Tomas von Brömssen",Sweden,2018-04-01,2017,TV-MA,1 seasons,"Crime TV Shows, International TV Shows, TV Comedies",A Swedish detective and her timid British colleagues attempt to solve a gruesome murder case nets mixed results and miscommunication.
4392,movie,John Mulaney: New in Town,Nila Madhab Panda,John Mulaney,United States,2018-04-01,2012,TV-MA,60 minutes,Stand-Up Comedy,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom."
4393,TV series,Loaded,Timo Tjahjanto,"Jim Howick,Jonny Sweet,Mary McCormack,Nick Helm,Samuel Anderson",United Kingdom,2018-04-01,2017,TV-MA,1 seasons,"British TV Shows, International TV Shows, TV Comedies",Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.
4394,movie,Main Hoon Na,Nakul Singh Sawhney,"Amrita Rao,Shah Rukh Khan,Sunil Shetty,Sushmita Sen,Zayed Khan",India,2018-04-01,2004,TV-14,171 minutes,"Action & Adventure, Comedies, Dramas",Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.
4395,movie,Metro,"Nishanth Ravindaran, Jathin Sanker Raj","Bobby Simha,Shirish,Yogi Babu",India,2018-04-01,2016,TV-14,116 minutes,"Dramas, International Movies, Thrillers","Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands."
